student_id,student_name,gender,date_of_birth,academic_year,disability_flag,annual_family_income,parental_education,first_generation_student,urban_rural,admission_type,institution_code
S777-25,Tanvi Pandey,Female,21-11-2003,2024-2025,0,,Graduate,1,URBAN,merit,INST01
S778-24,Jane Doe,Female,14-05-2001,2023-2024,1,,Secondary,0,RURAL,merit,INST01
S779-25,Tanvi Jain,female,12-08-2002,2024-2025,0,,graduate,0,Urban,Merit,INST02
S780-24,Tanvi Kohli,MALE,21-11-2003,2023-2024,0,,Primary,1,URBAN,RESERVATION,INST01
S781-24,Varun Sharma,Female,14-05-2001,2023-2024,0,,None,0,RURAL,MERIT,INST01
S782-25,Jane Doe,FEMALE,14-05-2001,2024-2025,1,,none,0,rural,management,INST01
S783-24,Varun Patel,Male,14-05-2001,2023-2024,1,,GRADUATE,1,Urban,MERIT,INST02
S784-24,Varun Iyer,Female,21-11-2003,2023-2024,0,,NONE,0,rural,Merit,INST01
S785-25,Varun Reddy,Female,21-11-2003,2024-2025,1,,Primary,1,rural,RESERVATION,INST01
S786-25,Varun Singh,Female,14-05-2001,2024-2025,0,3058731,Secondary,0,Rural,merit,INST01
S787-25,Varun Gupta,male,21-11-2003,2024-2025,0,735713,NONE,0,Urban,MANAGEMENT,INST02
S788-25,Varun Mehta,FEMALE,14-05-2001,2024-2025,1,4438257,NONE,1,Urban,Merit,INST01
S789-25,Varun Nair,FEMALE,14-05-2001,2024-2025,1,1260942,primary,0,URBAN,MANAGEMENT,INST01
S790-24,Varun Khan,male,12-08-2002,2023-2024,0,612220,secondary,1,Rural,reservation,INST02
S791-24,Varun Malhotra,MALE,14-05-2001,2023-2024,1,4244260,none,1,rural,management,INST02
S792-24,Varun Bansal,Male,12-08-2002,2023-2024,1,745958,none,1,urban,RESERVATION,INST01
S793-25,Varun Chopra,FEMALE,12-08-2002,2024-2025,1,629649,NONE,0,RURAL,MANAGEMENT,INST01
S794-24,Varun Agarwal,FEMALE,12-08-2002,2023-2024,0,2485100,primary,1,urban,MERIT,INST02
S795-24,Varun Kulkarni,MALE,21-11-2003,2023-2024,0,3780132,none,1,Urban,management,INST02
S796-24,Varun Joshi,FEMALE,12-08-2002,2023-2024,1,2389601,secondary,0,URBAN,MERIT,INST01
S797-24,Varun Das,female,21-11-2003,2023-2024,0,3792175,GRADUATE,0,URBAN,MANAGEMENT,INST02
S798-24,Varun Roy,MALE,12-08-2002,2023-2024,1,3169375,None,1,Urban,merit,INST01
S799-24,Varun Ghosh,MALE,21-11-2003,2023-2024,0,1496346,None,0,URBAN,management,INST01
S800-25,Varun Banerjee,FEMALE,14-05-2001,2024-2025,1,3459058,NONE,1,Rural,merit,INST02
S801-24,Varun Mukherjee,female,12-08-2002,2023-2024,0,2074511,GRADUATE,0,urban,management,INST02
S802-25,Varun Chatterjee,female,12-08-2002,2024-2025,1,4540345,primary,1,Rural,MERIT,INST02
S803-25,Varun Saxena,Male,21-11-2003,2024-2025,0,2473862,primary,1,RURAL,Reservation,INST01
S804-25,Varun Tripathi,female,12-08-2002,2024-2025,1,1643550,PRIMARY,1,URBAN,reservation,INST02
S805-25,Varun Tiwari,female,21-11-2003,2024-2025,0,2110525,secondary,1,RURAL,merit,INST02
S806-25,Varun Mishra,female,21-11-2003,2024-2025,0,4669138,graduate,0,rural,MERIT,INST02
S807-24,Varun Pandey,FEMALE,14-05-2001,2023-2024,1,394223,Primary,1,URBAN,reservation,INST02
S808-25,Varun Yadav,MALE,21-11-2003,2024-2025,1,2433942,secondary,1,URBAN,MANAGEMENT,INST01
S809-24,Varun Jain,female,12-08-2002,2023-2024,1,814854,PRIMARY,0,urban,MERIT,INST02
S810-25,Varun Kohli,female,12-08-2002,2024-2025,0,4912352,graduate,1,RURAL,MANAGEMENT,INST02
S811-25,Ayesha Sharma,Male,14-05-2001,2024-2025,1,4445088,Primary,1,urban,management,INST02
S812-24,Ayesha Verma,Female,14-05-2001,2023-2024,0,3233007,None,1,rural,Management,INST01
S813-25,Ayesha Patel,Female,14-05-2001,2024-2025,0,2188472,PRIMARY,0,urban,MERIT,INST01
S814-24,Ayesha Iyer,male,12-08-2002,2023-2024,1,4687424,primary,0,urban,MERIT,INST01
S815-24,Ayesha Reddy,MALE,14-05-2001,2023-2024,1,4853392,PRIMARY,0,URBAN,MERIT,INST01
S816-24,Ayesha Singh,female,21-11-2003,2023-2024,0,3930042,primary,0,rural,reservation,INST01
S817-24,Ayesha Gupta,MALE,21-11-2003,2023-2024,1,3984818,secondary,0,URBAN,reservation,INST02
S818-24,Ayesha Mehta,female,14-05-2001,2023-2024,1,54809,Graduate,1,rural,MANAGEMENT,INST02
S819-24,Ayesha Nair,female,14-05-2001,2023-2024,1,355485,graduate,1,RURAL,MERIT,INST01
S820-25,Ayesha Khan,female,14-05-2001,2024-2025,0,1223105,GRADUATE,1,rural,merit,INST01
S821-24,Ayesha Malhotra,MALE,21-11-2003,2023-2024,1,1270856,Graduate,1,urban,reservation,INST02
S822-24,Ayesha Bansal,female,12-08-2002,2023-2024,0,3006836,SECONDARY,0,RURAL,Management,INST02
S823-25,Ayesha Chopra,Male,14-05-2001,2024-2025,0,,none,1,rural,reservation,INST01
S824-24,Ayesha Agarwal,MALE,12-08-2002,2023-2024,0,,PRIMARY,0,Rural,management,INST01
S825-24,Ayesha Kulkarni,MALE,21-11-2003,2023-2024,0,,Primary,1,URBAN,management,INST02
S826-25,Jane Doe,female,12-08-2002,2024-2025,1,,PRIMARY,0,rural,Reservation,INST02
S827-24,Ayesha Das,FEMALE,14-05-2001,2023-2024,0,,primary,0,urban,management,INST02
S828-25,Ayesha Roy,Female,14-05-2001,2024-2025,1,,None,0,rural,MANAGEMENT,INST01
S829-25,Jane Doe,female,12-08-2002,2024-2025,0,,SECONDARY,0,RURAL,Management,INST01
S830-24,Ayesha Banerjee,MALE,12-08-2002,2023-2024,1,740468,None,0,URBAN,MERIT,INST02
S831-25,Ayesha Mukherjee,MALE,14-05-2001,2024-2025,1,3046834,SECONDARY,0,Urban,Merit,INST02
S832-24,Ayesha Chatterjee,male,21-11-2003,2023-2024,1,2292529,SECONDARY,0,Rural,merit,INST01
S833-25,Ayesha Saxena,FEMALE,12-08-2002,2024-2025,1,3845916,graduate,1,RURAL,MANAGEMENT,INST01
S834-24,Ayesha Tripathi,MALE,14-05-2001,2023-2024,0,716501,primary,1,Rural,Management,INST02
S835-24,Ayesha Tiwari,FEMALE,21-11-2003,2023-2024,1,4019726,NONE,1,RURAL,Management,INST02
S836-25,Ayesha Mishra,Female,21-11-2003,2024-2025,0,1164873,none,1,RURAL,MANAGEMENT,INST01
S837-24,Ayesha Pandey,Female,21-11-2003,2023-2024,0,4351547,None,1,RURAL,Management,INST01
S838-24,Ayesha Yadav,Female,12-08-2002,2023-2024,0,1289885,Graduate,0,rural,Management,INST01
S839-25,Ayesha Jain,Male,21-11-2003,2024-2025,1,2840096,Primary,0,RURAL,Reservation,INST02
S840-25,Ayesha Kohli,MALE,21-11-2003,2024-2025,1,2276050,primary,0,Rural,MANAGEMENT,INST02
S841-24,Farhan Sharma,male,14-05-2001,2023-2024,0,4216081,primary,1,urban,reservation,INST01
S842-25,Farhan Verma,FEMALE,14-05-2001,2024-2025,1,223567,GRADUATE,1,urban,management,INST01
S843-24,Farhan Patel,male,14-05-2001,2023-2024,1,1355004,PRIMARY,1,RURAL,reservation,INST02
S844-24,Farhan Iyer,FEMALE,21-11-2003,2023-2024,0,3038517,Secondary,0,URBAN,MANAGEMENT,INST01
S845-25,Farhan Reddy,female,14-05-2001,2024-2025,1,2997610,PRIMARY,1,Urban,Reservation,INST02
S846-25,Farhan Singh,male,21-11-2003,2024-2025,0,2752926,SECONDARY,1,Rural,management,INST01
S847-24,Farhan Gupta,FEMALE,14-05-2001,2023-2024,0,1188923,SECONDARY,1,RURAL,MERIT,INST02
S848-24,Farhan Mehta,MALE,14-05-2001,2023-2024,1,2216621,none,1,rural,merit,INST01
S849-24,Farhan Nair,male,14-05-2001,2023-2024,1,4453636,secondary,0,URBAN,Management,INST01
S850-25,Farhan Khan,Male,14-05-2001,2024-2025,1,4683588,GRADUATE,1,rural,merit,INST01
S851-25,Farhan Malhotra,female,14-05-2001,2024-2025,0,406724,none,0,Urban,MERIT,INST01
S852-25,Farhan Bansal,Female,12-08-2002,2024-2025,0,94346,graduate,0,RURAL,RESERVATION,INST01
S853-25,Farhan Chopra,FEMALE,12-08-2002,2024-2025,0,3502273,GRADUATE,1,urban,Merit,INST01
S854-24,Farhan Agarwal,MALE,21-11-2003,2023-2024,0,2136919,none,0,rural,RESERVATION,INST01
S855-24,Farhan Kulkarni,male,14-05-2001,2023-2024,0,3517480,secondary,1,Rural,MERIT,INST02
S856-24,Farhan Joshi,female,12-08-2002,2023-2024,1,2086489,PRIMARY,0,rural,merit,INST02
S857-24,Farhan Das,female,14-05-2001,2023-2024,1,3624824,secondary,0,Rural,MANAGEMENT,INST01
S858-25,Farhan Roy,male,21-11-2003,2024-2025,0,1169767,NONE,1,rural,reservation,INST02
S859-24,Farhan Ghosh,MALE,21-11-2003,2023-2024,1,578211,Primary,0,rural,Merit,INST02
S860-25,Farhan Banerjee,MALE,12-08-2002,2024-2025,1,62251,secondary,0,Rural,reservation,INST02
S861-24,Farhan Mukherjee,Female,21-11-2003,2023-2024,1,2104236,GRADUATE,0,URBAN,MERIT,INST01
S862-24,Farhan Chatterjee,MALE,12-08-2002,2023-2024,1,3968175,PRIMARY,0,urban,merit,INST02
S863-25,Farhan Saxena,male,12-08-2002,2024-2025,0,1803927,none,0,urban,Merit,INST01
S864-24,Farhan Tripathi,FEMALE,12-08-2002,2023-2024,1,,secondary,0,Urban,RESERVATION,INST02
S865-24,Farhan Tiwari,Male,14-05-2001,2023-2024,0,,PRIMARY,1,urban,MERIT,INST01
S866-25,Farhan Mishra,FEMALE,14-05-2001,2024-2025,0,,graduate,0,Urban,MERIT,INST01
S867-24,Farhan Pandey,Male,21-11-2003,2023-2024,1,,secondary,0,Rural,MANAGEMENT,INST02
S868-24,Farhan Yadav,female,21-11-2003,2023-2024,0,,none,0,urban,merit,INST01
S869-24,Farhan Jain,male,14-05-2001,2023-2024,0,,primary,0,RURAL,RESERVATION,INST01
S870-24,Farhan Kohli,MALE,14-05-2001,2023-2024,0,,None,0,rural,reservation,INST02
S871-25,Irfan Sharma,Male,12-08-2002,2024-2025,0,,NONE,0,URBAN,Merit,INST02
S872-25,Irfan Verma,Male,14-05-2001,2024-2025,1,,none,1,RURAL,merit,INST02
S873-25,Irfan Patel,MALE,14-05-2001,2024-2025,1,,none,1,RURAL,RESERVATION,INST02
S874-24,Irfan Iyer,FEMALE,21-11-2003,2023-2024,1,3220019,primary,0,RURAL,Management,INST02
S875-24,Irfan Reddy,male,12-08-2002,2023-2024,0,3121997,GRADUATE,0,Urban,reservation,INST01
S876-24,Irfan Singh,Female,21-11-2003,2023-2024,1,1105007,secondary,0,rural,RESERVATION,INST02
S877-25,Irfan Gupta,female,12-08-2002,2024-2025,0,2138892,GRADUATE,0,URBAN,management,INST01
S878-25,Irfan Mehta,MALE,12-08-2002,2024-2025,0,3469542,Secondary,1,URBAN,MANAGEMENT,INST01
S879-25,Irfan Nair,FEMALE,14-05-2001,2024-2025,1,2496330,secondary,1,urban,reservation,INST01
S880-24,Irfan Khan,Female,12-08-2002,2023-2024,0,3991236,primary,0,Rural,Management,INST02
S881-24,Irfan Malhotra,male,12-08-2002,2023-2024,0,2480147,Primary,0,Rural,merit,INST01
S882-24,Irfan Bansal,Female,14-05-2001,2023-2024,0,805458,none,0,urban,reservation,INST02
S883-24,Irfan Chopra,female,14-05-2001,2023-2024,0,694585,Graduate,0,urban,merit,INST01
S884-25,Irfan Agarwal,male,12-08-2002,2024-2025,0,3531462,Graduate,1,Rural,RESERVATION,INST02
S885-24,Irfan Kulkarni,FEMALE,21-11-2003,2023-2024,0,1842660,Secondary,1,urban,management,INST01
S886-24,Irfan Joshi,Male,14-05-2001,2023-2024,0,3466504,NONE,1,rural,Management,INST02
S887-24,Irfan Das,Male,14-05-2001,2023-2024,1,4409393,primary,1,urban,RESERVATION,INST01
S888-24,Irfan Roy,male,21-11-2003,2023-2024,1,1668486,None,1,urban,RESERVATION,INST01
S889-24,Irfan Ghosh,FEMALE,14-05-2001,2023-2024,0,2180932,graduate,1,Rural,Merit,INST02
S890-25,Irfan Banerjee,female,21-11-2003,2024-2025,1,388411,primary,0,RURAL,Merit,INST01
S891-24,Jane Doe,female,12-08-2002,2023-2024,0,909620,secondary,0,RURAL,Merit,INST02
S892-25,Irfan Chatterjee,Female,14-05-2001,2024-2025,1,4939712,Graduate,1,urban,reservation,INST01
S893-24,Irfan Saxena,FEMALE,21-11-2003,2023-2024,1,2821208,Primary,0,Urban,MERIT,INST01
S894-25,Irfan Tripathi,Male,21-11-2003,2024-2025,1,3440777,primary,1,urban,Merit,INST01
S895-24,Irfan Tiwari,Female,12-08-2002,2023-2024,0,2782824,None,0,Rural,Merit,INST02
S896-25,Irfan Mishra,Male,14-05-2001,2024-2025,0,301154,graduate,1,Rural,MERIT,INST02
S897-25,Irfan Pandey,Male,14-05-2001,2024-2025,1,874204,NONE,0,rural,reservation,INST02
S898-24,Irfan Yadav,male,12-08-2002,2023-2024,1,297078,graduate,0,Urban,RESERVATION,INST01
S899-24,Irfan Jain,MALE,12-08-2002,2023-2024,1,,none,1,urban,management,INST01
S900-25,Irfan Kohli,male,14-05-2001,2024-2025,1,,none,1,RURAL,Reservation,INST02
S901-25,Ritu Sharma,FEMALE,21-11-2003,2024-2025,0,,Graduate,1,urban,RESERVATION,INST02
S902-24,Ritu Verma,FEMALE,12-08-2002,2023-2024,0,,primary,0,Rural,Merit,INST01
S903-25,Ritu Patel,FEMALE,12-08-2002,2024-2025,0,,NONE,0,urban,MANAGEMENT,INST02
S904-24,Ritu Iyer,female,21-11-2003,2023-2024,0,,secondary,0,RURAL,MANAGEMENT,INST01
S905-24,Ritu Reddy,MALE,12-08-2002,2023-2024,1,,none,0,rural,RESERVATION,INST01
S906-24,Ritu Singh,Male,14-05-2001,2023-2024,0,,none,1,urban,Management,INST02
S907-24,Ritu Gupta,male,14-05-2001,2023-2024,0,,Primary,1,urban,management,INST02
S908-25,Ritu Mehta,Male,12-08-2002,2024-2025,1,1048202,primary,0,rural,MERIT,INST02
S909-25,Ritu Nair,Female,12-08-2002,2024-2025,1,1385610,Graduate,1,urban,MERIT,INST01
S910-25,Ritu Khan,Female,21-11-2003,2024-2025,1,4813613,Primary,1,urban,Merit,INST01
S911-25,Ritu Malhotra,female,14-05-2001,2024-2025,1,2153622,none,1,Rural,merit,INST02
S912-24,Ritu Bansal,female,21-11-2003,2023-2024,0,2023679,none,1,urban,reservation,INST02
S913-25,Ritu Chopra,Female,21-11-2003,2024-2025,0,4596430,secondary,0,rural,RESERVATION,INST01
S914-25,Jane Doe,Male,12-08-2002,2024-2025,1,485134,graduate,1,URBAN,MERIT,INST01
S915-25,Ritu Kulkarni,male,14-05-2001,2024-2025,1,3191779,PRIMARY,1,Urban,Merit,INST02
S916-25,Ritu Joshi,Male,14-05-2001,2024-2025,0,1913924,secondary,1,urban,MANAGEMENT,INST02
S917-25,Ritu Das,male,14-05-2001,2024-2025,0,1456596,Secondary,1,URBAN,RESERVATION,INST02
S918-25,Ritu Roy,Female,12-08-2002,2024-2025,1,3118588,None,1,RURAL,Merit,INST01
S919-24,Ritu Ghosh,MALE,14-05-2001,2023-2024,1,4086743,PRIMARY,0,urban,MANAGEMENT,INST02
S920-25,Ritu Banerjee,FEMALE,21-11-2003,2024-2025,0,951965,secondary,1,Rural,MERIT,INST02
S921-25,Ritu Mukherjee,female,12-08-2002,2024-2025,0,2711875,Secondary,0,RURAL,Management,INST01
S922-25,Ritu Chatterjee,male,12-08-2002,2024-2025,0,4760082,primary,1,RURAL,merit,INST02
S923-25,Ritu Saxena,female,14-05-2001,2024-2025,1,539635,secondary,1,Rural,management,INST02
S924-25,Ritu Tripathi,FEMALE,12-08-2002,2024-2025,1,2711934,None,1,RURAL,merit,INST02
S925-25,Ritu Tiwari,MALE,14-05-2001,2024-2025,0,1975801,None,0,URBAN,management,INST02
S926-24,Ritu Mishra,female,14-05-2001,2023-2024,1,891959,GRADUATE,0,Rural,management,INST02
S927-24,Ritu Pandey,male,14-05-2001,2023-2024,0,103396,primary,0,URBAN,MERIT,INST01
S928-24,Ritu Yadav,male,21-11-2003,2023-2024,0,2607430,GRADUATE,0,urban,Merit,INST02
S929-24,Ritu Jain,male,21-11-2003,2023-2024,1,3875435,secondary,0,RURAL,reservation,INST01
S930-25,Ritu Kohli,male,21-11-2003,2024-2025,0,3257910,Graduate,0,urban,Management,INST01
S931-24,Mohit Sharma,male,14-05-2001,2023-2024,0,2783198,Graduate,1,rural,reservation,INST01
S932-24,Mohit Verma,female,12-08-2002,2023-2024,0,1447238,secondary,1,Urban,reservation,INST01
S933-25,Mohit Patel,male,14-05-2001,2024-2025,1,2481377,NONE,1,RURAL,RESERVATION,INST01
S934-24,Mohit Iyer,Female,14-05-2001,2023-2024,0,515043,Primary,1,urban,RESERVATION,INST01
S935-24,Mohit Reddy,Female,21-11-2003,2023-2024,0,876751,PRIMARY,0,rural,reservation,INST02
S936-25,Mohit Singh,female,14-05-2001,2024-2025,1,1816521,None,0,URBAN,MANAGEMENT,INST02
S937-24,Mohit Gupta,FEMALE,14-05-2001,2023-2024,1,4853869,Primary,0,Urban,Merit,INST02
S938-24,Mohit Mehta,FEMALE,21-11-2003,2023-2024,0,825737,none,0,rural,reservation,INST01
S939-24,Mohit Nair,male,14-05-2001,2023-2024,0,3387151,Graduate,0,URBAN,reservation,INST02
S940-25,Mohit Khan,MALE,12-08-2002,2024-2025,0,926655,GRADUATE,1,rural,reservation,INST02
S941-24,Mohit Malhotra,Male,12-08-2002,2023-2024,1,3669252,NONE,1,URBAN,MANAGEMENT,INST02
S942-24,Mohit Bansal,female,14-05-2001,2023-2024,1,2878266,PRIMARY,0,rural,management,INST01
S943-24,Mohit Chopra,male,14-05-2001,2023-2024,0,4822028,NONE,1,URBAN,merit,INST02
S944-25,Mohit Agarwal,MALE,21-11-2003,2024-2025,1,,None,0,Urban,MANAGEMENT,INST01
S945-25,Mohit Kulkarni,FEMALE,12-08-2002,2024-2025,0,,Graduate,1,rural,MERIT,INST02
S946-24,Mohit Joshi,Male,14-05-2001,2023-2024,0,,Primary,0,URBAN,Merit,INST02
S947-25,Mohit Das,Female,12-08-2002,2024-2025,0,,Secondary,1,RURAL,merit,INST01
S948-24,Mohit Roy,MALE,12-08-2002,2023-2024,0,,none,0,URBAN,reservation,INST01
S949-25,Mohit Ghosh,male,21-11-2003,2024-2025,0,,None,1,URBAN,merit,INST02
S950-24,Mohit Banerjee,male,12-08-2002,2023-2024,1,,Primary,1,Rural,Management,INST01
S951-24,Mohit Mukherjee,FEMALE,21-11-2003,2023-2024,1,,graduate,1,RURAL,merit,INST01
S952-25,Mohit Chatterjee,Female,12-08-2002,2024-2025,1,,graduate,0,Urban,MANAGEMENT,INST01
S953-25,Mohit Saxena,male,14-05-2001,2024-2025,0,,none,1,RURAL,MANAGEMENT,INST02
S954-24,Mohit Tripathi,male,12-08-2002,2023-2024,1,,None,0,rural,reservation,INST02
S955-25,Mohit Tiwari,Female,21-11-2003,2024-2025,1,,Graduate,1,RURAL,management,INST02
S956-25,Mohit Mishra,FEMALE,12-08-2002,2024-2025,0,461915,secondary,1,urban,MERIT,INST02
S957-24,Mohit Pandey,MALE,14-05-2001,2023-2024,0,3663703,graduate,0,URBAN,Merit,INST01
S958-25,Mohit Yadav,MALE,12-08-2002,2024-2025,1,847572,primary,1,urban,reservation,INST01
S959-24,Mohit Jain,female,12-08-2002,2023-2024,0,4635365,Graduate,0,rural,merit,INST01
S960-25,Mohit Kohli,Female,14-05-2001,2024-2025,0,4580645,primary,1,Urban,merit,INST02
S961-24,Shalini Sharma,Male,21-11-2003,2023-2024,1,3602361,NONE,1,urban,merit,INST02
S962-25,Shalini Verma,MALE,14-05-2001,2024-2025,0,419276,secondary,1,RURAL,RESERVATION,INST02
S963-25,Shalini Patel,Male,12-08-2002,2024-2025,0,3206755,secondary,0,RURAL,reservation,INST01
S964-25,Shalini Iyer,FEMALE,21-11-2003,2024-2025,0,4915370,none,0,rural,RESERVATION,INST01
S965-25,Shalini Reddy,Female,21-11-2003,2024-2025,1,1203092,None,0,URBAN,merit,INST01
S966-25,Shalini Singh,male,21-11-2003,2024-2025,1,1419399,graduate,0,urban,RESERVATION,INST02
S967-24,Shalini Gupta,female,14-05-2001,2023-2024,0,1438930,None,0,RURAL,Reservation,INST02
S968-25,Shalini Mehta,male,21-11-2003,2024-2025,0,598057,none,0,URBAN,MANAGEMENT,INST01
S969-24,Shalini Nair,Female,21-11-2003,2023-2024,1,2788444,primary,1,rural,Management,INST02
S970-25,Shalini Khan,female,14-05-2001,2024-2025,0,4985455,PRIMARY,1,RURAL,management,INST01
S971-24,Shalini Malhotra,MALE,12-08-2002,2023-2024,1,4030233,primary,0,urban,management,INST01
S972-24,Shalini Bansal,female,21-11-2003,2023-2024,1,257812,PRIMARY,1,rural,Reservation,INST02
S973-25,Shalini Chopra,FEMALE,21-11-2003,2024-2025,1,3493190,secondary,1,rural,management,INST02
S974-24,Shalini Agarwal,male,12-08-2002,2023-2024,1,1663024,Secondary,0,urban,MANAGEMENT,INST02
S975-25,Shalini Kulkarni,MALE,14-05-2001,2024-2025,1,2961043,primary,0,RURAL,Management,INST02
S976-25,Shalini Joshi,female,12-08-2002,2024-2025,0,3415812,PRIMARY,0,Urban,reservation,INST02
S977-24,Shalini Das,MALE,12-08-2002,2023-2024,1,101332,Graduate,0,urban,reservation,INST01
S978-25,Shalini Roy,Female,14-05-2001,2024-2025,1,3792286,NONE,0,URBAN,RESERVATION,INST02
S979-25,Shalini Ghosh,female,12-08-2002,2024-2025,1,1962400,primary,0,RURAL,Reservation,INST02
S980-25,Shalini Banerjee,FEMALE,21-11-2003,2024-2025,1,3086920,secondary,1,Rural,MERIT,INST01
S981-24,Jane Doe,Female,21-11-2003,2023-2024,0,3803477,Graduate,0,Urban,reservation,INST01
S982-24,Shalini Chatterjee,Male,21-11-2003,2023-2024,0,,none,1,urban,reservation,INST01
S983-25,Shalini Saxena,MALE,14-05-2001,2024-2025,0,,Secondary,0,Urban,reservation,INST02
S984-25,Shalini Tripathi,male,12-08-2002,2024-2025,1,,SECONDARY,1,RURAL,merit,INST02
S985-24,Shalini Tiwari,Male,21-11-2003,2023-2024,0,,SECONDARY,0,Urban,Reservation,INST02
S986-25,Shalini Mishra,Male,14-05-2001,2024-2025,0,,secondary,0,RURAL,management,INST01
S987-24,Shalini Pandey,female,21-11-2003,2023-2024,0,,primary,0,urban,Merit,INST02
S988-24,Shalini Yadav,male,21-11-2003,2023-2024,0,,PRIMARY,0,urban,MERIT,INST01
S989-24,Shalini Jain,female,14-05-2001,2023-2024,0,,graduate,0,RURAL,management,INST01
S990-25,Shalini Kohli,Male,14-05-2001,2024-2025,1,2728689,Secondary,0,urban,Reservation,INST01
S991-24,Naveen Sharma,Male,14-05-2001,2023-2024,0,80617,None,1,rural,merit,INST02
S992-25,Naveen Verma,MALE,14-05-2001,2024-2025,1,3590678,SECONDARY,0,Urban,merit,INST02
S993-25,Naveen Patel,female,12-08-2002,2024-2025,0,893655,Secondary,1,rural,Merit,INST02
S994-24,Naveen Iyer,male,12-08-2002,2023-2024,0,3308255,Graduate,1,urban,reservation,INST01
S995-25,Naveen Reddy,MALE,12-08-2002,2024-2025,0,3212962,Primary,1,Rural,Reservation,INST02
S996-24,Naveen Singh,Male,21-11-2003,2023-2024,1,2589446,Primary,1,Rural,merit,INST01
S997-24,Naveen Gupta,male,12-08-2002,2023-2024,0,4145970,SECONDARY,1,urban,merit,INST01
S998-25,Naveen Mehta,female,12-08-2002,2024-2025,0,497906,none,1,Rural,management,INST01
S999-24,Naveen Nair,female,12-08-2002,2023-2024,0,1109720,NONE,1,Urban,MANAGEMENT,INST01
S1000-25,Naveen Khan,MALE,12-08-2002,2024-2025,1,1490131,Primary,1,RURAL,Merit,INST01
